,ring_metal,Overall Condition,Gemstone Weights (carats),Ring Price (usd),Ring Gross Weight (grams),Ring Size,Diamond Average Color,Diamond Average Clarity,Diamond Shapes,Gems Shapes,Gem Average Clarity,Gem Type
529,"Diamond, Gold ", Very Good,[5.1  0.85],1687500.0,6.1,6.0, G-H-I, I,"[' Full-cut', ' Pear']",[],,[]
530,"Diamond, Synthetic Sapphire, Platinum ", Very Good,[2.91 1.1 ],1687500.0,7.3,, G-H-I, VS,"[' Full-cut', ' Round Brilliant']",[],,[]
531,"Diamond, Gold ", Very Good,[2.96],1687500.0,6.9,6.0, G-H-I, SI,"[' Round Brilliant-cut', ' Round Brilliant']",[],,[]
532,"Kashmir Sapphire, Diamond, Platinum ", Very Good,[1.93 0.25],1687500.0,5.3,6.0, G-H-I, VS,[' Triangle-cut'],[' Oval Mixed-cut'],,"[' Sapphire', ' Corundum']"
533,"Colombian Emerald, Diamond, Platinum ", Very Good,[1.15 1.3 ],1687500.0,6.1,5.0, G-H-I, VS,[' Full-cut'],"[' Emerald-cut', ' Emerald-cut']",,"[' Emerald', ' Emerald']"
534,"Sapphire, Diamond, Platinum ", Very Good,[6.73 1.25],1687500.0,9.56,6.0, G-H-I, VS,[' Half-Moon-cut'],[' Emerald-cut'], Fine,[' Sapphire']
535,"Colored Diamond, Black Onyx, Gold ", Very Good,[2.8],1687500.0,11.22,,, VS,[' Full-cut'],[],,[]
536,"Diamond, Platinum ", Very Good,[3.6 1. ],1687500.0,9.37,5.0, M+, SI,"[' Round Brilliant-cut, Tapered Baguette-cut']",[],,[]
537,"Sapphire, Gold ", Very Good,[10.7],1687500.0,19.36,6.0,,,[],[],,[]
538,"Diamond, Platinum ", Very Good,[2.01 0.45],1673000.0,6.3,3.0, G-H-I, VS,"[' Pear-cut, Tapered Baguette-cut']",[],,[]
539,"Diamond, Platinum, White Gold ", Very Good,[2.06 0.2  0.6 ],1673000.0,10.18,7.0, G-H-I, VS,"[' Round Brilliant-cut, Tapered Baguette-cut, Full-cut']",[],,[]
540,"Emerald, Diamond, Gold ", Very Good,[48.   2.5  3.5  6. ],1673000.0,32.1,6.0, G-H-I, SI,"[' Full-cut, Baguette-cut']",[],,[]
541,"Diamond, Colored Diamond, Gold, Platinum ", Very Good,[2.17 1.75 5.52],1673000.0,11.55,, G-H-I, VS,"[' Rectangular Modified Brilliant, Full-cut']",[],,[]
542,"Fancy Yellow Diamond, Diamond, Platinum, Gold ", Very Good,[2.69 0.6 ],1673000.0,6.75,5.0, D-E-F, VS,[' Rectangular-cut'],[],,[]
543,"Fancy Yellow Diamond, Diamond, Platinum, Gold ", Excellent,[2.09 1.02 0.82 4.74],1673000.0,8.7,6.0, G-H-I, VS,"[' Rectangular-cut, Radiant-cut Full-cut']",[],,[]
544,"Diamond, Platinum ", Very Good,[1.11 1.13],1625000.0,6.8,6.0,,,"[' Round Brilliant', ' Round Brilliant', ' Round Brilliant']",[],,[]
545,"Diamond, Gold ", Good,[3.01],1625000.0,5.9,6.0,,,[' Round Brilliant'],[],,[]
546,"Sapphire, Diamond, Platinum ", Good,[8.61 1.1 ],1625000.0,10.1,5.0, G-H-I, VS,[' Baguette'],[' Oval'],,[' Natural Corundum']
547,"Tanzanite, Diamond, Platinum ", Very Good,[16.28  1.56],1625000.0,16.2,7.0, G-H-I, SI,[' heart-shape'],[' Emerald-cut'],,[' Tanzanite']
548,"Diamond, Platinum, Gold ", Very Good,[9.],1625000.0,29.2,7.0, G-H-I, VS,[' full-cut'],[],,[]
549,"Gentleman's Cat's-Eye Chrysoberyl, Diamond, Gold ", Very Good,[16.75  0.9 ],1625000.0,16.3,8.0, G-H-I, VS,[' Emerald-cut'],[' Cabochon'],,"["" Cat's-Eye Chrysoberyl""]"
550,"Gentleman's Diamond, Platinum ", Very Good,[6.35 0.65],1625000.0,21.5,13.0, J-K-L, I,"[' Round Brilliant, Triangle-shaped']",[],,[]
551,"Burma Spinel, Diamond, Platinum, Gold ", Very Good,[4.77 0.6 ],1625000.0,6.2,7.0, G-H-I, VS,[' Baguette-cut'],[' Oval'],,[' Natural Spinel']
552,"Diamond, Coral, Black Onyx, Platinum ", Very Good,[2.75 0.4 ],1625000.0,8.4,6.0, J-K-L, SI,"[' Cushion, European']",[' Carved'],,"[' Coral, Black Onyx']"
553,"Diamond, Platinum, Gold ", Very Good,[3.   0.85],1625000.0,19.2,5.0, G-H-I, SI,"[' Radiant-cut', ' Round Brilliant']",[],,[]
554,"Diamond, Gold ", Very Good,[3.79],1625000.0,4.1,6.0,,,[' Round Brilliant'],[],,[]
555,"Diamond, Platinum ", Very Good,[1.6 0.3],1625000.0,5.1,7.0, D-E-F, VS,"[' Pear, Tapered Baguette']",[],,[]
556,"Colored Diamond, Gold ", Very Good,[1.04 0.45],1625000.0,5.1,5.0,, SI,"[' Full-cut', ' Marquise Brilliant']",[],,[]
557,"Diamond, Gold ", Good,[3.92 2.  ],1625000.0,20.3,7.0, G-H-I, VS,"[' full-cut', ' Emerald Cut']",[],,[]
558,"Diamond, Gold ", Very Good,[4.24 1.2 ],1625000.0,7.2,7.0, G-H-I, VS,"[' Tapered Baguette, Baguette', ' Emerald-cut']",[],,[]
559,"Diamond, White Gold ", Very Good,[2.1],1625000.0,8.1,4.0, D-E-F, VVS,[' Full-cut'],[],,[]
560,"Burma Ruby, Diamond, Platinum, Gold ", Very Good,[25.   1.1],1625000.0,14.0,6.0, G-H-I, VS,[' Marquise-cut'],[' Oval Cabochon'],,[' Natural Corundum']
561,"Diamond, Platinum ",,[3.01 0.5 ],1625000.0,15.2,6.0, G-H-I, VS,"[' Oval-shaped, Full-cut', ' Oval']",[],,[]
562,"Jadeite Jade, Diamond, White Gold ", Very Good,[16.75  3.1 ],1625000.0,16.4,, G-H-I, VS,[' Full-cut'],[' Oval-shaped cabochon'],,[' Jadeite Jade']
563,"Sapphire, Diamond, Platinum ", Very Good,[14.83  1.5 ],1625000.0,15.6,, G-H-I, SI,[' Half-Moon-Shaped'],[' Oval-shaped'], Good,[' Sapphire']
564,"Ruby, Diamond, Platinum ", Very Good,[4.04 0.81],1625000.0,5.3,5.0, G-H-I, VS,[' Trapezoid-shaped'],[' Oval-shaped'], Good,[' Ruby']
565,"White Agate, Gold ", Very Good,[],1625000.0,20.2,,,,[],[],,[]
566,"Black Opal, Diamond, Platinum ", Excellent,[8.  1.9],1625000.0,11.6,8.0, G-H-I, VS,"[' Full-cut, Baguette-cut, Hexagon-cut']",[' Oval-shaped Cabochon'], Fine,[' Black Opal']
567,"Diamond, Platinum ", Very Good,[8.5],1625000.0,6.5,, G-H-I, VS,[' Asscher-cut'],[],,[]
568,"Burmese Sapphire, Diamond, White Gold ", Excellent,[5.06 0.89],1625000.0,6.5,6.0, G-H-I, VS,[' Full-cut'],[],,[]
569,"Fancy Yellow Diamond, Gold ", Very Good,[2.69],1625000.0,9.57,8.0,, VS,[' Emerald-cut'],[],,[]
570,"Kurt Wayne Diamond, Platinum ", Very Good,[],1625000.0,,4.0, G-H-I, VS,"[' Emerald-cut, Full-cut, Tapered Baguette-cut']",[],,[]
571,"Diamond, Platinum ", Very Good,[2.75 3.35],1625000.0,5.7,6.0, G-H-I, SI,"[' Cut Cornered Square-modified Brilliant, Full-cut']",[],,[]
572,"Diamond, Platinum ", Very Good,[ 5.01 10.  ],1625000.0,17.2,7.0, J-K-L, SI,"[' Pear-shaped, Oval-shaped']",[],,[]
573,"Sapphire, Diamond, Platinum ", Very Good,[7.41 1.4 ],1625000.0,7.17,6.0, J-K-L, SI,[' Trillion-shaped'],[' Emerald-cut'], Fine,[' Sapphire']
574,"Aquamarine, Diamond, Platinum ", Very Good,[29.3  0.7],1625000.0,20.84,6.0, G-H-I, VS,"[' Trapezoid-cut, Baguette-cut']",[' Emerald-cut'], Good,[' Aquamarine']
575,"Diamond, Platinum ", Excellent,[3.02 1.2 ],1625000.0,6.15,6.0, G-H-I, SI,"[' Pear-shaped, Trilliant-cut']",[],,[]
576,"Light Pink Diamond, Colored Diamond, Gold ", Very Good,[1.11 0.55 2.01],1625000.0,4.1,6.0,, I,"[' Marquise-shaped, Half-moon-shaped, Full-cut']",[],,[]
577,"Sapphire, Diamond, Platinum ", Very Good,[6.8 2. ],1625000.0,7.88,6.0, G-H-I, VS,[' Marquise-cut'],[' Oval-shaped'], Good,[' Sapphire']
578,"Fancy Intense Yellow Diamond, Diamond, Platinum, Gold ", Very Good,[2.01 1.33 2.01],1613250.0,6.6,6.0, G-H-I, VS,[],[],,[]
579,"Diamond, Platinum ", Good,[2.32 0.3  1.  ],1562500.0,10.7,6.0, G-H-I, SI,"[' Baguette', ' Round Brilliant']",[],,[]
580,"Diamond, Gold ", Very Good,[2.47 0.95 0.8 ],1562500.0,10.7,7.0, G-H-I, SI,"[' Full-cut, Pear-shaped', ' Round Brilliant']",[],,[]
581,"Colombian Emerald, Diamond, Platinum, Gold ", Very Good,[7.   1.25],1562500.0,9.4,8.0, G-H-I, I,[' triangular brilliant'],[' Emerald-cut'],,[' Emerald']
582,"Diamond, Platinum ", Very Good,[3.78 0.35],1562500.0,4.81,11.0, M+, VVS,"[' Round Brilliant-cut, Tapered Baguette-cut']",[],,[]
583,"Diamond, Platinum, Gold ", Very Good,[3.  0.7 0.4 4.1],1562500.0,10.8,5.0, J-K-L, SI,"[' Round Brilliant-cut, Full-cut, Tapered Baguette-cut']",[],,[]
584,"Fancy Yellow Diamond, Diamond, White Gold ", Very Good,[2.58 3.3 ],1562500.0,11.6,, G-H-I, VVS,"[' Cut-Cornered Rectangular Modified Brilliant, Radiant']",[],,[]
585,"Alexandrite, Diamond, White Gold ", Very Good,[4.01 0.98],1562500.0,6.74,8.0, G-H-I, SI,[' Full-cut'],[],,[]
586,"Diamond, Gold ", Very Good,[2.06 1.5  3.56],1562500.0,11.42,8.0, G-H-I, SI,"[' Round Brilliant-cut, Radiant-cut']",[],,[]
587,"Diamond, White Gold ", Very Good,[5.95],1562500.0,5.43,7.0, J-K-L, I,[' Round Brilliant-cut'],[],,[]
588,"Diamond, Platinum ", Excellent,[1.51 0.48 1.99],1562500.0,4.8,7.0, D-E-F, VS,"[' Round-Brilliant-cut, Pear-cut']",[],,[]
589,"Diamond, Platinum ", Very Good,[5.  0.4],1553500.0,6.58,6.0, M+, SI,"[' Marquise-cut, Tapered Baguette-cut']",[],,[]
590,"Jadeite Jade, Diamond, Gold ", Good,[23.36  1.15],1553500.0,11.5,5.0, G-H-I, I,[' Marquise-cut'],[' Oval-shaped double cabochon'], Fine,[' Jade']
591,"Star Ruby, Ruby, Diamond, Gold ", Good,[14.35  9.15  5.75],1553500.0,29.0,4.0, G-H-I, VS,[' Full-cut'],[],,[]
592,"Diamond, Gold ", Very Good,[4.5  3.25 7.75],1553500.0,12.15,7.0, J-K-L, I,"[' Pear-cut, Baguette-cut']",[],,[]
593,"Sapphire, Diamond, Gold ", Excellent,[13.69  0.73],1553500.0,16.65,7.0, D-E-F, VS,[' Full-cut'],[' Cushion'], Fine,[' Sapphire']
594,"Diamond, Platinum ", Very Good,[1.51 0.5  0.5 ],1553500.0,6.97,5.0, D-E-F, VS,[' Emerald-cut'],[],,[]
595,"Diamond, Platinum ", Very Good,[5.35 1.45 6.8 ],1553500.0,11.9,5.0, J-K-L, I,"[' Radiant, Full']",[],,[]
596,"Diamond, Platinum ", Very Good,[4.  0.3],1553500.0,5.2,5.0, J-K-L, VS,"[' Round Brilliant-cut, Baguette']",[],,[]
597,"Color Change Sapphire, Diamond, Platinum ", Good,[8.1 0.5],1550000.0,7.3,5.0, G-H-I, SI,[' Single-cut'],"[' Oval', ' Oval']",,"[' Color Change Sapphire', ' Natural Color Change Sapphire']"
598,"Ceylon Pink Sapphire, Diamond, White Gold ", Very Good,[4.1 0.5],1500000.0,4.5,6.0, G-H-I, I,[' Heart'],[' Cushion'],,[]
599,"Burma Ruby, Diamond, White Gold ", Good,[2.35 4.  ],1500000.0,8.5,, G-H-I, VS,[' Full-cut'],[' Cushion'],,[' Ruby']
600,"Ceylon Sapphire, Diamond, Platinum, White Gold ", Good,[22.   3.9],1500000.0,15.6,6.0, G-H-I, VS,[' Full-cut'],[' Oval Mixed Cut'],,"[' Natural Corundum, Yellow Sapphire']"
601,"Emerald, Diamond, Gold ", Very Good,[7.8  1.3  0.75],1500000.0,9.5,6.0, G-H-I, SI,"[' Marquise, Pear']","[' Square', ' Emerald-cut']",,"[' Emerald', ' Natural Beryl, Emerald']"
602,"Gentlemen's Emerald, Diamond, White Gold ", Very Good,[20.25  2.  ],1500000.0,25.7,7.0, G-H-I, I,[' full'],[' Square Emerald-cut'],,[' Natural Beryl']
603,"Gentlemen's Diamond, White Gold ", Good,[4.  2.5 3.1 9.6],1500000.0,41.3,9.0, J-K-L, SI,"[' Full-cut', ' Rectangular Modified Brilliant']",[],,[]
604,"Tanzanite, Diamond, Platinum ", Very Good,[11.87  1.5 ],1500000.0,10.1,7.0, D-E-F, VS,[' Full-cut'],[' Modified Brilliant'],,[' Tanzanite']
605,"Diamond, Platinum ", Very Good,[2.45],1500000.0,17.6,7.0,,,[' Round Brilliant'],[],,[]
606,"Diamond, White Gold ", Very Good,[3.4 0.9],1500000.0,7.3,6.0, G-H-I, I,"[' Oval, full-cut', ' Oval']",[],,[]
607,"Art Deco Emerald, Diamond, Platinum ", Good,[0.7 1.5],1500000.0,3.5,6.0, G-H-I, VS,"[' Marquise-shaped, European-cut']","[' Octagonal, Calibré-cut']",,[' Emerald']
608,"Diamond, Gold ", Very Good,[2.01 5.2 ],1500000.0,9.7,5.0, G-H-I, VS,"[' full-cut', ' Oval']",[],,[]
609,"Colombian Emerald, Diamond, White Gold ", Very Good,[3.37 0.65 0.3 ],1500000.0,7.8,6.0, G-H-I, VS,"[' baguette, full-cut']",[' Oval Brilliant'],,[' Emerald']
610,"Diamond, Ruby, Gold ", Very Good,[2.03 0.85],1500000.0,9.0,6.0, G-H-I, SI,"[' baguette, full-cut', ' Round Brilliant']",[' Cabochon'],,[' Ruby']
611,"Diamond, Gold ", Very Good,[3.58],1500000.0,7.4,5.0,,,[' Round Brilliant'],[],,[]
612,"Emerald, Diamond, White Gold ", Very Good,[6.5 1. ],1500000.0,8.02,6.0, J-K-L, SI,[' Triangle'],[' Emerald-cut'],,[' Natural Beryl']
613,"Fancy Brownish-Yellow Diamond, Diamond, Platinum, White Gold ", Very Good,[5.02 1.25 0.85],1500000.0,14.02,4.0, J-K-L, SI,"[' Full-cut', ' Cut-Cornered Modified Rectangular Brilliant']",[],,[]
614,"Tsavorite Garnet, Diamond, Gold ", Very Good,[2.35 0.3 ],1000.0,9.9,4.0, G-H-I, SI,[' Full-Cut'],[' Square'],,[' Tsavorite Garnet']
615,"Sapphire, Diamond, Platinum ", Excellent,[15.67  0.9 ],2125000.0,10.4,5.0, G-H-I, VS,[' Full-cut'],[],,[]
616,"Diamond, White Gold ", Very Good,[3.38 1.65],2062500.0,7.4,6.0, J-K-L, SI,"[' Full-cut', ' Round Brilliant']",[],,[]
617,"Fancy Light Yellow Diamond, Diamond, Gold ", Very Good,[4.63 1.35],2062500.0,20.7,9.0, G-H-I, SI,"[' tapered baguette, full-cut', ' cut-cornered square mixed-cut']",[],,[]
618,"Diamond, Platinum, White Gold ", Very Good,[3.58 0.3 ],2062500.0,5.1,, M+, VVS,"[' Round Brilliant-cut, Baguette-cut']",[],,[]
619,"Diamond, White Gold ", Very Good,[1.98],2062500.0,2.85,5.0, G-H-I, SI,[' Round Brilliant-cut'],[],,[]
620,"Gentleman's Diamond, Gold ", Very Good,[3.   0.45],2031500.0,8.4,7.0, D-E-F, VS,"[' Cut Cornered Rectangular- Modified Brilliant, European-cut, Full-cut']",[],,[]
621,"Diamond, Gold ", Excellent,[3.7  1.05 1.05 5.8 ],2031500.0,14.8,6.0, M+, VVS,"[' Round brilliant-cut, Full-cut, Baguette-cut']",[],,[]
622,"Diamond, Platinum ", Very Good,[3.73 1.12 4.85],2031500.0,7.2,4.0, J-K-L, VS,"[' Emerald-cut, Trillion-cut']",[],,[]
623,"Diamond, Platinum, White Gold ", Very Good,[5.  0.8 5.8],2031500.0,6.0,, M+, VS,"[' Round Brilliant-cut, Baguette']",[],,[]
624,"Cat's-Eye Chrysoberyl, Diamond, Platinum ",,[],2031500.0,10.0,,,,[' marquise'],[],,[]
625,"Diamond, Gold ", Very Good,[4.53 0.6 ],2000000.0,8.1,6.0, J-K-L, SI,"[' Full-cut', ' Round Brilliant']",[],,[]
626,"Diamond, Platinum ", Very Good,[2.36 0.55],2000000.0,5.2,7.0, G-H-I, VS,"[' tapered baguette', ' Emerald Cut']",[],,[]
627,"Diamond, Platinum ", Very Good,[5.01 3.65 0.2 ],2000000.0,20.4,8.0, G-H-I, SI,"[' Full-cut', ' Round Brilliant']",[],,[]
628,"Colombian Emerald, Diamond, Gold ", Very Good,[6.27 0.8 ],2000000.0,7.9,5.0, G-H-I, SI,[' Triangle-shaped'],[' Square Emerald-cut'],,[' Natural Beryl']
629,"Diamond, Platinum ", Very Good,[5.01 2.15],2000000.0,11.8,, G-H-I, SI,"[' Baguette-cut', ' Emerald-cut']",[],,[]
630,"Gentleman's Diamond, Gold ", Very Good,[6.19 1.5 ],2000000.0,34.8,9.0, G-H-I, VS,"[' full-cut', ' Cut cornered square modified brilliant']",[],,[]
631,"Sapphire, Diamond, Platinum ", Very Good,[6.88 1.56],2000000.0,7.6,5.0, G-H-I, VS,[' Half Moon-shaped'],[' Oval-shaped'],,[' Sapphire']
632,"Diamond, Platinum ", Very Good,[3.31 0.55],2000000.0,4.9,3.0, G-H-I, VS,"[' Baguette-cut', ' Pear']",[],,[]
633,"Fancy Yellow Diamond, Diamond, Gold ", Very Good,[2.91 1.2 ],2000000.0,5.0,6.0, G-H-I, SI,"[' Mine', ' Old mine']",[],,[]
634,"Art Deco Diamond, Emerald, Platinum ", Very Good,[4.   0.4  0.65],2000000.0,5.8,6.0, G-H-I, VS,"[' European-cut, Single-cut']",[' Calibré-cut'],,[' Emerald']
635,"Diamond, Synthetic Stone, 18k Gold ", Good,[],2000000.0,,,,,[],[],,[]
636,"Paraiba Tourmaline, Diamond, Gold ", Very Good,[24.  5.],2000000.0,24.2,7.0, G-H-I, VS,"[' Rose-cut, Pear-shaped Rose-cut']","[' Oval Cabochon', ' Oval Cabochon']",,"[' Tourmaline', ' Tourmaline']"
637,"Burma Sapphire, Diamond, White Gold ", Very Good,[10.57  1.85],2000000.0,10.2,6.0, G-H-I, VS,[' Full-cut'],"[' Oval-shaped', ' Oval']",,"[' Sapphire', ' Corundum']"
638,"Lavender Jadeite Jade, Diamond, Platinum ", Very Good,[18.46  1.5 ],2000000.0,12.26,6.0, G-H-I,,[' Full-cut'],[' Oval-shaped Cabochon'],,[' Jadeite Jade']
639,"Diamond, Platinum ", Very Good,[4.17],2000000.0,5.35,7.0, M+, VS,[' Round Brilliant'],[],,[]
640,"Burma Ruby, Diamond, Platinum, Gold ", Good,[4.35 1.4 ],2000000.0,7.0,6.0, J-K-L, SI,[' Full-cut'],[' Oval-shaped'], Good,[' Ruby']
641,"Diamond, Platinum ", Very Good,[3.74 0.2 ],2000000.0,4.15,6.0, J-K-L, SI,"[' Round Brilliant-cut, Tapered Baguette-cut']",[],,[]
642,"Emerald, South Sea Cultured Pearl, Diamond, Platinum, Gold ", Very Good,[11.5 16.   0.7],2000000.0,43.1,5.0, G-H-I, VS,"[' Full-cut, Baguette-cut']",[],,[]
643,"Oscar Heyman Bros. Ruby, Diamond, Gold ", Excellent,[],2000000.0,,6.0, D-E-F, VVS,[' Tapered Baguette-cut'],[' Mixed Oval-cut'], Good,[' Ruby']
644,"Natural Pearl, Diamond, Platinum-Topped Gold ", Very Good,[7.98],2000000.0,3.96,5.0, G-H-I, SI,"[' Single-cut', ' Button']",[],,[]
645,"Jadeite Jade, Diamond, Gold ", Good,[11.    3.25],2000000.0,14.7,, G-H-I, SI,[' Full-cut'],[],,[]
646,"Fancy Intense Yellow Diamond, Diamond, Platinum, Gold ", Excellent,[2.38 0.63 0.65],2000000.0,7.45,7.0, G-H-I, VS,"[' Radiant-cut, Full-cut']",[],,[]
647,"Diamond, White Gold ", Very Good,[2.15 0.25],2000000.0,7.5,7.0, G-H-I, SI,"[' Round Brilliant-cut, Tapered Baguette-cut']",[],,[]
648,"Diamond, Platinum ", Good,[4.01 1.05],1937500.0,8.9,5.0, J-K-L, SI,"[' Triangular', ' Square Modified Brilliant']",[],,[]
649,"Diamond, Platinum ", Very Good,[2.02 0.51],1937500.0,8.17,5.0,,,"[' Marquise', ' Marquise', ' Marquise']",[],,[]
650,"Diamond, Platinum ", Very Good,[1.85],1937500.0,5.0,6.0,,,[' Round Brilliant'],[],,[]
651,"Diamond, Platinum, White Gold ", Very Good,[3.54 0.1  0.15],1937500.0,9.5,6.0, J-K-L, SI,"[' European-cut, Full-cut, Single-cut']",[],,[]
652,"Diamond, White Gold ", Very Good,[4.6],1912000.0,3.4,5.0, M+, SI,[' Round-Brilliant'],[],,[]
653,"Jadeite Jade, Diamond, Platinum ", Very Good,[14.26  4.75],1912000.0,19.3,7.0, G-H-I, VVS,[' full-cut'],[' Oval-shaped cabochon'], Fine,[' Jadeite Jade']
654,"Jadeite Jade, Diamond, White Gold ", Very Good,[10.77  1.9   0.7   2.62],1912000.0,13.0,6.0, G-H-I, VS,"[' Full-cut, Tapered Baguette-cut']",[' Oval-shaped cabochon'], Fine,[' Jadeite Jade']
655,"Gentleman's Diamond, White Gold ", Excellent,[3.36],1912000.0,12.74,9.0, G-H-I, SI,[' Brilliant-cut'],[],,[]
656,"Diamond, Platinum ", Very Good,[],1912000.0,12.4,7.0,,,"[' Baguette, Pear']",[],,[]
657,"Art Deco Diamond, Platinum ",,[],1900000.0,6.2,,,,[],[],,[]
658,"Fancy Vivid Yellow Diamond, Diamond, Platinum, White Gold ", Very Good,[1.21 0.58],1875000.0,3.81,5.0, D-E-F, VS,"[' Trapezoid', ' Emerald-cut']",[],,[]
659,"Gentleman's Diamond, Gold ", Good,[4.01 1.   1.7 ],1875000.0,13.8,10.0, J-K-L, SI,"[' Baguette, square brilliant', ' Rectangular Brilliant']",[],,[]
660,"Colombian Emerald, Diamond, White Gold ", Good,[7.28 0.6 ],1875000.0,7.1,, G-H-I, SI,[' Single'],"[' Rectangular Emerald Cut', ' Octagonal']",,"[' Natural Beryl, Emerald', ' Natural Beryl, Emerald']"
661,"Diamond, Platinum ", Good,[3.28 0.4 ],1875000.0,4.9,7.0, G-H-I, VS,"[' Baguette', ' Emerald-Cut']",[],,[]
662,"Diamond, Platinum ", Very Good,[3.02 0.5 ],1875000.0,16.0,6.0, G-H-I, VS,"[' Full-cut', ' Round Brilliant']",[],,[]
663,"Ceylon Sapphire, Diamond, Platinum ", Very Good,[10.83  1.24],1875000.0,9.4,6.0, G-H-I, SI,[' Half moon'],[' Cushion'],,[' Natural Sapphire']
664,"Black Opal, Diamond, Platinum ", Very Good,[9.55 2.5 ],1875000.0,13.8,6.0, G-H-I, SI,"[' Full, Baguette']",[' Oval'],,[' Black opal']
665,"Ceylon Fancy Sapphire, Diamond, Platinum ", Very Good,[10.35  3.25  1.75  1.15],1875000.0,17.1,7.0, G-H-I, VS,"[' Marquise, Pear, Full']",[' Oval'],,[' Natural Corundum']
666,"Ceylon Sapphire, Diamond, White Gold ", Very Good,[15.81  1.35],1875000.0,11.1,7.0, G-H-I, VS,[' Full-cut'],[' Oval'],,[' Natural Corundum']
667,"Gentleman's Cat's-Eye Chrysoberyl, Diamond, Platinum ", Very Good,[15.68  0.65],1875000.0,51.8,10.0, G-H-I, SI,[' triangular brilliant'],"[' cabochon', ' Cabochon']",,"["" Cat's-eye chrysoberyl"", "" Cat's-Eye Chrysoberyl""]"
668,"Diamond, Sapphire, Platinum ", Very Good,[3.42 2.   1.45],1875000.0,7.2,6.0,,,[' Oval Brilliant'],[' Oval'],,[' Sapphire']
669,"Diamond, Platinum ", Very Good,[3.03 0.8 ],1875000.0,9.0,5.0, G-H-I, VS,"[' baguette, tapered baguette', ' Emerald-cut']",[],,[]
670,"Art Deco Emerald, Diamond, Platinum ", Very Good,[0.35],1875000.0,6.4,5.0, G-H-I, VS,"[' Kite, Single-cut']",[' Carved'],,[' Emerald']
671,"Diamond, Gold ", Very Good,[4.03 0.8 ],1875000.0,7.7,7.0, G-H-I, VS,"[' Full-cut', ' Pear Modified Brilliant']",[],,[]
672,"Gentleman's Diamond, Gold ", Very Good,[3.05 1.  ],1875000.0,29.2,11.0, G-H-I, VS,[' full-cut'],[],,[]
673,"Colombian Emerald, Diamond, Platinum, Gold ", Very Good,[7.3 0.7],1875000.0,6.9,, G-H-I, VS,[' Triangle-cut'],"[' Octagonal Step Cut', ' Square Emerald-cut']",,"[' Natural Beryl', ' Natural Beryl']"
674,"Very Light Pink Diamond, Diamond, Gold ", Very Good,[2.02 2.1 ],1875000.0,15.4,9.0, J-K-L, SI,"[' Full-cut', ' Round Brilliant']",[],,[]
675,"Ceylon Sapphire, Diamond, Platinum ", Very Good,[10.17  0.75],1875000.0,11.1,7.0, G-H-I, VS,[' Full-cut'],[' Round'],,[' Natural Corundum']
676,"Burma Ruby, Diamond, Platinum, Gold ", Very Good,[17.2  1.1],1875000.0,13.52,, G-H-I, VS,"[' Baguette, Tapered-Baguette']",[' Cushion Cabochon'],,[' Natural Corundum']
677,"Fancy Deep Brownish Yellow Diamond, Colored Diamond, White Gold ", Very Good,[6.16 0.3 ],1875000.0,4.03,7.0,, SI,"[' Pear', ' Oval']",[],,[]
678,"Diamond, Platinum ", Very Good,[1.92 0.2  0.65],1875000.0,6.6,7.0, G-H-I, VVS,"[' Round Brilliant-cut, Tapered Baguette-cut, Single-cut', ' Round Brilliant']",[],,[]
679,"Diamond, White Gold ", Very Good,[3.95],1875000.0,4.17,7.0, M+, SI,"[' Round Brilliant-cut', ' Round Brilliant-cut']",[],,[]
680,"Ceylon Sapphire, Diamond, Gold ", Very Good,[25.6  0.8  0.7],1875000.0,17.6,7.0, G-H-I, VS,[' Tapered Baguette-cut'],"[' Cushion Modified Brilliant-cut, Round-cut', ' Cushion Modified Brilliant-cut']",,"[' Sapphire', ' Corundum']"
681,"Paraiba Tourmaline, Diamond, White Gold ", Very Good,[31.68  4.28],1875000.0,21.44,, G-H-I, VS,[' Full-cut'],[],,[]
682,"Ruby, Diamond, Platinum, Gold ", Very Good,[17.15  1.49],1875000.0,10.5,6.0, G-H-I, SI,[' Half-moon'],[' Sugarloaf Cabochon'], Good,[' Ruby']
683,"Colombian Emerald, Diamond, Gold ", Good,[9.9  1.75 2.  ],1875000.0,14.4,7.0, G-H-I, SI,"[' Full-cut, Baguette-cut']",[],,[]
684,"Diamond, Gold ", Very Good,[3.52 2.1 ],1875000.0,10.4,5.0, M+, SI,"[' European-cut, Baguette-cut, Full-cut']",[],,[]
685,"Diamond, Gold ", Very Good,[3.52 2.1 ],1875000.0,10.4,5.0, M+, SI,"[' European-cut, Baguette-cut, Full-cut']",[],,[]
686,"Diamond, Platinum ", Very Good,[3.53 0.3 ],1875000.0,5.86,6.0, J-K-L, VS,"[' Pear-shaped, Tapered Baguette-cut']",[],,[]
687,"Sapphire, Diamond, Platinum ", Very Good,[5.69 0.95],1875000.0,8.92,6.0, J-K-L, SI,[' Half-moon-shaped'],[' Oval'], Fine,[' Sapphire']
688,"Colombian Emerald, Diamond, Platinum, Gold ", Very Good,[8.24],1875000.0,7.9,7.0, G-H-I, VS,[' European-cut'],[' Square-shaped'], Fine,[' Emerald']
689,"Ruby, Diamond, Platinum ", Very Good,[4.68 2.42],1875000.0,7.6,6.0, G-H-I, SI,[' Full-cut'],[' Oval-shaped'], Fine,[' Ruby']
