,Condition Report,Description,Sold Price
280,"Condition Report*:
Diamond Average Color: D-E-F
Diamond Certification No: 15825420
Diamond Lab: GIA
Diamond Average Clarity: VVS
Diamond Shapes: Square Modified Brilliant-cut, Triangle-cut
Diamond Count: 1 - 25
Overall Condition: Very Good
Notes: A gorgeous 3-stone ring. Side diamonds have apparent G-H color and VS clarity. Marked PT950.","Diamond, Platinum Ring
The ring features a square modified brilliant-cut diamond measuring 7.52 x 7.40 x 5.65 mm and weighing 2.56 carats, flanked by triangle-cut diamonds, set in platinum. Total diamond weight is approximately 3.56 carats. A GIA Laboratory report # 15825420, dated April 13, 2007, stating F color, VVS2 clarity, accompanies the center diamond. Gross weight 6.40 grams.
Size: 5-1/2 (sizable)","SOLD ON DEC 10, 2014 FOR: $18,750.00"
281,"Condition Report*:
Diamond Average Color: G-H-I
Diamond Average Clarity: VS
Diamond Shapes: Marquise-shaped
Diamond Count: 1 - 25
Gem Type: Emerald
Gem Certification No: CS 62525
Gem Lab: AGL
Gem Average Clarity: Fine
Gem Shape: Cut-corner Rectangular Step-cut
Gem Count: 1 - 25
Overall Condition: Very Good
Notes: Emerald measures 14.33 x 12.99 x 8.19 mm. AN AGL report dated August 4, 2014 stating ""Natural Beryl, Origin Afghanistan, Minor to Moderate Modern Clarity Enhamcement"" accompanies the emerald. Gross weight 19.30 grams.","Emerald, Diamond, White Gold Ring
14k white gold with a 10.51 carat emerald and approximately 4.05 carats total weight of diamonds.
Size: 7 (sizeable)","SOLD ON SEP 22, 2014 FOR: $18,750.00"
282,"Condition Report*:
Diamond Average Color: G-H-I
Diamond Average Clarity: SI
Diamond Shapes: Full-cut
Diamond Count: 1 - 25
Gem Type: Sapphire
Gem Average Clarity: Good
Gem Shape: Square Cushion-cut
Gem Count: 1 - 25
Overall Condition: Very Good
Notes: A very pretty ring.","Sapphire, Diamond, White Gold Ring
The ring features a square cushion-shaped sapphire measuring 11.68 x 11.13 x 7.47 mm and weighing approximately 7.75 carats, enhanced by full-cut diamonds weighing a total of approximately 2.00 carats, set in 14k white gold. Gross weight 8.90 grams.
Size: 6 (sizeable)","SOLD ON APR 29, 2014 FOR: $18,750.00"
283,"Condition Report*:
Diamond Average Color: D-E-F
Diamond Certification No: 15165745
Diamond Lab: GIA
Diamond Average Clarity: VS
Diamond Shapes: Square Emerald-cut
Diamond Count: 1 - 25
Overall Condition: Very Good","Diamond, Platinum Ring
The ring centers a square emerald-cut diamond measuring 6.87 x 6.77 x 4.72 mm and weighing 2.06 carats, set in platinum. A GIA laboratory report # 15165745, dated March 13, 2008, stating E color, VS1 clarity, accompanies the diamond. Gross weight 6.30 grams.
Size: 4-1/2 (sizeable)","SOLD ON APR 29, 2014 FOR: $18,750.00"
284,"Condition Report*:
Diamond Average Color: G-H-I
Diamond Average Clarity: VS
Diamond Shapes: Full-cut
Diamond Count: 100+
Gem Type: Tourmaline
Gem Certification No: 2151239910
Gem Lab: GIA
Gem Average Clarity: Fine
Gem Shape: Oval-shaped
Gem Count: 1 - 25
Overall Condition: Very Good
Notes: A fabulous ring. Exact stone weights known.","Paraiba Tourmaline, Diamond, White Gold Ring
The ring features an oval-shaped Paraiba tourmaline measuring 23.96 x 17.26 x 11.78 mm and weighing 31.68 carats, enhanced by full-cut diamonds weighing a total of 4.28 carats, set in 18k white gold. A GIA Laboratory report # 2151239910 dated February 4, 2013 stating Tourmaline, Origin Mozambique, Copper and Manganese Bearing, accompanies the center stone. Gross weight 21.44 grams.
Size: 7-3/4 (not easily sized)","SOLD ON DEC 9, 2013 FOR: $18,750.00"
285,"Condition Report*:
Designer: Cartier
Diamond Average Color: G-H-I
Diamond Average Clarity: SI
Diamond Shapes: Tapered Baguette-cut
Diamond Count: 26 - 50
Gem Type: Emerald
Gem Certification No: 6157524279
Gem Lab: GIA
Gem Average Clarity: Good
Gem Shape: Pear-shaped
Gem Count: 1 - 25
Overall Condition: Very Good
Notes: The emerald measures 16.50 x 11.00 x 7.75 mm. Approximately 0.50 carat total weight of diamonds. Gross weight 12.20 grams.","Cartier Emerald, Diamond, Gold Ring
18k gold with a 6.51 carat emerald and diamonds. A GIA report # 6157524279, dated July 2, 2013 stating Natural Beryl, Colombian Origin, Indications of Clarity Enhancement, accompanies the emerald.
Size: 7-1/2 (sizeable)","SOLD ON SEP 23, 2013 FOR: $18,750.00"
286,"Condition Report*:
Designer: H. Stern
Diamond Average Color: G-H-I
Diamond Average Clarity: VS
Diamond Shapes: Full-cut
Diamond Count: 1 - 25
Gem Type: Sapphire
Gem Certification No: US 66169601C
Gem Lab: EGL
Gem Average Clarity: Good
Gem Shape: Cushion-shaped
Gem Count: 1 - 25
Overall Condition: Very Good
Notes: The sapphire has a lovely velvety appearance, with a hint of violet. Ring comes with a signed H. Stern box. Pink gold stabilizer inside the shank.","Sapphire, Diamond, Gold Ring, H. Stern
The ring features a cushion-shaped sapphire measuring 13.85 x 11.98 x 8.73 mm and weighing 13.00 carats, enhanced by full-cut diamonds weighing a total of approximately 2.00 carats, set in 18k gold, maker's mark for H. Stern. An EGL Laboratory report # US 66169601C dated March 8, 2013 stating Natural Sapphire, Evidence of Heat Treatment, Origin Sri Lanka, accompanies the sapphire. Gross weight 12.48 grams.
Size: 7-1/4 (sizeable)","SOLD ON APR 29, 2013 FOR: $18,750.00"
287,"Condition Report*:
Diamond Average Color: G-H-I
Diamond Average Clarity: VS
Diamond Shapes: Full-cut
Diamond Count: 100+
Gem Type: Sapphire
Gem Average Clarity: Fine
Gem Shape: Sugarloaf-cut
Gem Count: 1 - 25
Overall Condition: Excellent
Notes: The sapphire has gorgeous, deep, and vibrant blue color. Exact stone weights known.","Sapphire, Diamond, White Gold Ring
The ring features a sugarloaf-shaped sapphire measuring 12.90 x 11.30 x 8.60 mm and weighing 11.15 carats, enhanced by full-cut diamonds weighing a total of 2.61 carats, set in 18k white gold, marked Halex. Gross weight 12.43 grams.
Size: 6-1/2 (sizeable)","SOLD ON DEC 3, 2012 FOR: $18,750.00"
288,"Condition Report*:
Diamond Average Color: G-H-I
Diamond Average Clarity: VS
Diamond Shapes: Full-cut, Pear-cut
Diamond Count: 26 - 50
Gem Type: Emerald
Gem Average Clarity: Good
Gem Shape: Rectangular-shaped
Gem Count: 1 - 25
Overall Condition: Very Good
Notes: Spectacular emerald and diamond ring.","Emerald, Diamond, Platinum, Gold Ring
The ring features a rectangular-shaped emerald measuring 17.65 x 12.80 x 7.90 mm and weighing approximately 13.10 carats, enhanced by full and pear-shaped diamonds weighing a total of approximately 5.00 carats, set in platinum and 18k gold. Gross weight 13.70 grams.
*Note: Size 4-1/2 (sizeable)

The Property of the Mary Grace Horlock Estate","SOLD ON MAY 3, 2011 FOR: $18,522.50"
289,"Condition Report*:
Diamonds:
Avg Color: G-H-I
Avg Clarity: VS
Shape(s): Tapered Baguette
Count: 1 - 25

Certified Diamonds:
Stone: 1
Lab: GIA
Certification #: 5201534783
Carat: 2.64
Color: E
Clarity: VS2
Shape: Emerald-cut

Metals:
Gold

Overall Condition: Good
Condition Notes: A ring of timeless elegance. Shank is completed by an 18k white gold horseshoe sizer.","Diamond, Platinum Ring
The ring centers an emerald-cut diamond measuring 8.35 x 7.32 x 4.99 mm and weighing 2.64 carats, enhanced by tapered baguette-cut diamonds weighing a total of approximately 0.30 carat, set in 18k white gold. A GIA report # 5201534783, dated August 21, 2019, stating E color, VS2 clarity, accompanies the center stone. Gross weight 5.00 grams.
Size: 5-1/2 (sizeable)","SOLD ON DEC 8, 2019 FOR: $18,125.00"
290,"Condition Report*:
Diamonds:
Avg Color: J-K-L
Avg Clarity: VS
Shape(s): Marquise, Baguette
Count: 1 - 25

Certified Diamonds:
Stone: 1
Lab: GIA
Certification #: 6183167843
Carat: 3.96
Color: K, Faint Brown
Clarity: VS1
Shape: Marquise

Metals:
Platinum

Overall Condition: Very Good
Condition Notes: Baguettes weigh a total of approximately 0.20 carat. Sizer marked 14K.","Diamond, Platinum Ring
The ring features a marquise-shaped diamond measuring 15.69 x 8.02 x 5.00 mm and weighing 3.96 carats, enhanced by baguette-cut diamonds, set in platinum. A GIA Laboratory report # 6183167843, dated February 14, 2017, stating K, Faint Brown color, VS1 clarity, accompanies the center diamond. Gross weight 7.44 grams.
Size: 5-1/2 (horseshoe, sizeable)","SOLD ON APR 3, 2017 FOR: $18,125.00"
291,"Condition Report*:
Diamonds:
Avg Color: G-H-I
Avg Clarity: VS
Shape(s): Full-cut
Count: 100+

Certified Diamonds:
Stone: 1
Lab: GIA
Certification #: 5201442465
Carat: 2.65
Color: D
Clarity: VVS2
Shape: Cut-Cornered Rectangular Modified Brilliant

Metals:
Platinum

Overall Condition: Very Good
Condition Notes: A forever treasure. Tests as platinum.","Diamond, Platinum Ring
The ring features a cut-cornered rectangular modified brilliant-cut diamond measuring 8.77 x 7.24 x 5.25 mm and weighing 2.65 carats, enhanced by full-cut diamonds weighing a total of approximately 1.20 carats, set in platinum. A GIA report # 5201442465, dated July 19, 2019, stating D color, VVS2 clarity, accompanies the diamond. Gross weight 10.00 grams.
Size: 5-1/4 (sizeable)","SOLD ON SEP 23, 2019 FOR: $18,000.00"
292,"Condition Report*:
Diamonds:
Avg Color: G-H-I
Avg Clarity: VS
Shape(s): Full-cut
Count: 26 - 50

Colored Gems:
Type(s): Alexandrite
Shape(s): Octagonal Modified Brilliant-cut
Count: 1 - 25
Avg Quality: Good

Certified Gems:
Gem: 1
Lab: GIA
Certification #: 7232525813
Carat: 12.27
Shape: Octagonal Modified Brilliant-cut
Type: Chrysoberyl

Metals:
Gold

Overall Condition: Very Good
Condition Notes: A magnificent alexandrite ring. Marked 750 JB. Sizing would disrupt the European shank.","Alexandrite, Diamond, White Gold Ring
The ring features an octagonal modified brilliant-cut alexandrite measuring 16.51 x 10.75 x 7.13 mm and weighing 12.27 carats, enhanced by full-cut diamonds weighing a total of approximately 0.85 carat, set in 18k white and yellow gold. A GIA Laboratory report # 7232525813, dated August 22, 2016, stating Natural Chrysoberyl, Natural Alexandrite, accompanies the center stone. Gross weight 14.30 grams.
Size: 7-3/4 (not easily sized)","SOLD ON APR 3, 2017 FOR: $18,000.00"
293,"Condition Report*:
Diamonds:
Avg Color: D-E-F
Avg Clarity: VS
Shape(s): Round Brilliant-cut, Full-cut
Count: 1 - 25

Certified Diamonds:
Stone: 1
Lab: GIA
Certification #: 2175756837
Carat: 2.26
Color: E
Clarity: VS2
Shape: Round Brilliant","Diamond, Platinum, Gold Ring
The ring features a round brilliant-cut diamond measuring 8.53 - 8.64 x 5.07 mm and weighing 2.26 carats, enhanced by full-cut diamonds weighing a total of approximately 0.30 carat, set in platinum and 24k gold. A GIA Laboratory report # 2175756837, dated June 21, 2016, stating E color, VS2 clarity, accompanies the diamond. Gross weight 14.30 grams.
Size: 6-3/4 (sizeable)","SOLD ON SEP 26, 2016 FOR: $18,000.00"
294,"Condition Report*:
Ring
Diamonds
Average Color: K
Average Clarity: SI 1
Overall Condition: Very Good
Notes: Center diamond flouresces strong blue, 5.00 carats.","Diamond, Platinum Ring

The ring features a pear-shaped diamond measuring 15.00 x 8.95 x 6.30 mm and weighing approximately 5.00 carats, encircled by oval-shaped diamonds, accented by a pear-shaped diamond, set in platinum. Total diamond weight is approximately 10.00 carats. Gross weight 17.20 grams.
*Note: Size 7-3/4 (sizeable)","SOLD ON DEC 3, 2007 FOR: $17,925.00"
295,"Condition Report*:
Ring
Diamonds
Average Color: I- J
Average Clarity: SI
Shapes: Old European cut
Diamond Count: 26-50","Art Deco Diamond, Platinum Ring

The ring is highlighted by two European-cut diamonds, one measuring 8.80 x 8.65 x 6.20 mm and weighing approximately 3.00 carats, and one measuring 8.60 x 8.40 x 5.58 mm and weighing approximately 2.50 carats, accented by single and rose-cut diamonds, set in platinum. Total diamond weight is approximately 6.00 carats. Circa 1920. Gross weight 6.20 grams.
*Note: Size 5 (sizeable)","SOLD ON MAY 21, 2007 FOR: $17,925.00"
296,"Condition Report*:
Diamonds:
Avg Color: J-K-L
Avg Clarity: VS
Shape(s): Round, Square Brilliant
Count: 1 - 25

Certified Diamonds:
Stone: 1
Lab: GIA
Certification #: 2205638744
Carat: 4.01
Color: Q to R
Clarity: VVS1
Shape: Round Brilliant

Metals:
Gold

Overall Condition: Good
Condition Notes: The ring is marked 14k RWJ.","Diamond, White Gold Ring
The ring features a round brilliant-cut diamond measuring 10.52 - 10.61 x 5.97 mm and weighing 4.01 carats, enhanced by square brilliant-cut diamonds weighing a total of approximately 1.00 carat, set in 14k gold. A GIA report # 2205638744, dated October 11, 2019, stating Q to R color, VVS1 clarity, accompanies the center stone. Gross weight 6.90 grams.
Size: 8 (sizeable)

Property from a Texas Collection","SOLD ON DEC 8, 2019 FOR: $17,500.00"
297,"Condition Report*:
Diamonds:
Avg Color: J-K-L
Avg Clarity: VS
Shape(s): European
Count: 1 - 25

Colored Gems:

Certified Gems:
Gem: 1
Lab: AGL
Certification #: 1103760
Shape: Oval
Origin: Thailand
Treatment: None
Type: Natural Corundum

Metals:
Platinum

Overall Condition: Very Good
Condition Notes: Three's company. A stunning three stone ring centering a rich sapphire accompanied by scintillating diamonds. The ring is marked PLAT 61168, engraved ""LMCLK 1926"". Minor crack in the metal at the base of the shank. Sapphire has some minor abrasions along a few of the facet junctions, diamonds have a few chips along the girdles.","Art Deco Sapphire, Diamond, Platinum Ring
The ring centers an oval-shaped sapphire measuring 10.10 x 8.50 x 4.28 mm and weighing approximately 2.75 carats, enhanced by European-cut diamonds measuring 7.53 - 7.60 x 5.15 mm and 7.90 - 8.10 x 5.17 mm and weighing a total of approximately 4.00 carats, set in platinum. An AGL report # 1103760, dated September 30, 2019, stating Natural Corundum, Origin Thailand, No Gemological Evidence of Heat, accompanies the center stone. Gross weight 7.40 grams.
Size: 7-3/4 (sizeable)","SOLD ON DEC 8, 2019 FOR: $17,500.00"
298,"Condition Report*:
Diamonds:
Avg Color: J-K-L
Avg Clarity: SI
Shape(s): Full-cut, Tapered Baguette
Count: 1 - 25

Certified Diamonds:
Stone: 1
Lab: GIA
Certification #: 2201685769
Carat: 5.08
Color: O - P
Clarity: SI1
Shape: Round Brilliant

Metals:
Gold

Overall Condition: Good
Condition Notes: The ring is marked 14k. Some diamonds have minor to moderate chips on the surface.","Gentlemen's Diamond, Gold Ring
The ring features a round brilliant-cut diamond measuring 11.13 - 11.49 x 6.42 mm and weighing 5.08 carats, enhanced by full-cut diamonds weighing a total of approximately 2.00 carats, accented by tapered baguette-cut diamonds weighing a total of approximately 0.50 carat, set in 14k white and yellow gold. A GIA report # 2201685769, dated October 25, 2019, stating O - P color, SI1 clarity, accompanies the center stone. Gross weight 44.60 grams.
Size: 8-1/2 (sizeable)

From the Personal Collection of Eugene Iglesias","SOLD ON DEC 8, 2019 FOR: $17,500.00"
299,"Condition Report*:
Diamonds:
Avg Color: G-H-I
Avg Clarity: SI
Shape(s): European, Baguette-cut
Count: 1 - 25

Colored Gems:

Certified Gems:
Gem: 1
Lab: AGL
Certification #: 1099359
Shape: Square Cushion
Origin: Burma (Myanmar)
Treatment: No Gemological evidence of Heat
Type: Natural Corundum

Metals:
Platinum

Overall Condition: Very Good
Condition Notes: Get lost in the richly hued ruby. Marked PLAT, V 750. The ruby has nicks, chips, and abrasions on the top part of the stone as well as the girdle.","Burma Ruby, Diamond, Platinum, White Gold Ring
The ring features a cushion-shaped ruby measuring 7.50 x 7.32 x 4.04 mm and weighing approximately 1.85 carats, enhanced by European-cut diamonds weighing a total of approximately 1.60 carats, accented by baguette-cut diamonds weighing a total of approximately 0.15 carat, set in platinum and 18k white gold. An AGL report # 1099359, dated March 25, 2019, stating Origin Burma (Myanmar), No Gemological Evidence of Heat, accompanies the center stone. Gross weight 6.00 grams.
Size: 6-1/4 (sizeable)","SOLD ON APR 29, 2019 FOR: $17,500.00"
300,"Condition Report*:
Diamonds:
Avg Color: G-H-I
Avg Clarity: VS
Shape(s): Triangle
Count: 1 - 25

Colored Gems:

Certified Gems:
Gem: 1
Lab: GIA
Certification #: 1192263657
Origin: Colombia
Treatment: No Indications of Clarity Enhancement
Type: Natural Emerald

Metals:
Platinum
Gold

Overall Condition: Very Good
Condition Notes: A glowing shade of green radiates from this lovely stone. Ring marked PLAT 38245 with an illegible hallmark.","Colombian Emerald, Diamond, Platinum, Gold Ring
The ring features an emerald-cut emerald measuring 8.90 x 8.48 x 3.96 mm and weighing approximately 1.95 carats, enhanced by triangle-cut diamonds weighing a total of approximately 1.10 carats, set in platinum and 18k gold. A GIA report # 1192263657, dated April 18, 2018, stating Natural Emerald, Origin Colombia, No Indications of Clarity Enhancement, accompanies the emerald. Gross weight 5.30 grams.
Size: 6-3/4 (sizeable)","SOLD ON APR 29, 2019 FOR: $17,500.00"
301,"Condition Report*:
Diamonds:
Avg Color: G-H-I
Avg Clarity: VS
Shape(s): Baguette-cut
Count: 26 - 50

Colored Gems:

Certified Gems:
Gem: 1
Lab: GIA
Certification #: 6193664572
Shape: Oval Double Cabochon
Treatment: Natural Color. No Indications of Impregnation
Type: Jadeite Jade

Metals:
Platinum

Overall Condition: Very Good
Condition Notes: An apple green jade a day keeps the doctor away! Tests as platinum. Some diamonds fall in the SI clarity range.","Jadeite Jade, Diamond, Platinum Ring
The ring features an oval-shaped jadeite jade double cabochon measuring 19.86 x 13.25 x 6.15 mm, enhanced by baguette-cut diamonds weighing a total of approximately 2.45 carats, set in platinum. A GIA report # 6193664572, dated September 13, 2018, stating Jadeite Jade, Natural Color, No Indications of Impregnation, accompanies the jade. Gross weight 14.10 grams.
Size: 7-3/4 (sizeable)","SOLD ON DEC 3, 2018 FOR: $17,500.00"
